KOI	RPLANET	PER	UPER	A	TPLANET	MSTAR	TSTAR	RSTAR	RR
1127.02	1.69	8.1281047	0.0004179	0.079	828	0.98	5602	0.89	0.0175
1391.01	8.15	7.9811836	0.0000033	0.079	922	1.09	6012	0.95	0.07836
1441.01	1.64	8.5069128	0.0001424	0.079	853	1.06	5575	0.95	0.01585
1468.01	3.49	8.4806253	0.0000454	0.079	856	1.06	5635	0.94	0.03423
1523.01	1.78	8.4815229	0.0002232	0.079	823	1.01	5207	1.01	0.01607
1816.01	4.17	10.2406046	0.0000186	0.079	620	0.63	5083	0.6	0.06314
1906.01	15.57	8.7104203	0.0000284	0.079	722	0.86	5216	0.78	0.18355
1940.01	1.82	10.9946149	0.0000649	0.079	476	0.55	4218	0.52	0.03217
2001.01	2.39	8.277379	0.0000688	0.079	1040	0.95	4948	1.79	0.01221
2038.01	1.97	8.3059925	0.0000925	0.079	786	0.93	5497	0.83	0.02179
2120.01	1.31	8.7740565	0.000105	0.079	733	0.84	4964	0.89	0.01356
2256.01	1.88	10.7124274	0.000236	0.079	492	0.58	4226	0.55	0.03141
2547.01	1.42	8.9432649	0.0001466	0.079	915	0.82	5809	1.01	0.01297
2569.01	1.15	8.2813051	0.0002103	0.079	893	0.94	5480	1.08	0.00976
2647.01	1.39	8.8391516	0.0001464	0.079	742	0.82	5141	0.84	0.01508
105.01	3.35	8.9810082	0.0000131	0.08	861	1.19	5649	0.96	0.03213
282.02	1.18	8.4574886	0.0000967	0.08	966	0.99	5873	1.11	0.00969
291.02	2.14	8.1298576	0.0000865	0.08	1011	1.01	5600	1.34	0.01466
508.01	3.44	7.930563	0.0000298	0.08	901	1.08	5679	1.04	0.03048
558.01	2.11	9.1784753	0.0000467	0.08	718	0.97	5281	0.76	0.02541
645.01	2.53	8.5034061	0.0000859	0.08	1104	1.17	5890	1.44	0.01605
680.01	7.22	8.6001453	0.000005	0.08	973	1.12	6060	1.06	0.06242
700.02	1.29	9.3606322	0.0000736	0.08	803	0.77	5601	0.84	0.01405
1298.01	1.96	11.008134	0.0000585	0.08	476	0.64	4157	0.54	0.03337
2055.01	1.79	8.6788959	0.0000803	0.08	767	0.89	5530	0.79	0.02072
2145.01	1.67	8.3264927	0.0001656	0.08	896	0.97	5787	0.99	0.01553
2541.01	2	7.4168864	0.0002442	0.08	1237	1.22	5061	2.46	0.00747
22.01	11.26	7.8914502	0.0000016	0.081	976	1.07	5972	1.11	0.09282
1191.01	3.5	8.1724828	0.0001281	0.081	868	1.04	5739	0.95	0.03372
1430.01	2.17	10.4754264	0.0000697	0.081	548	0.65	4502	0.62	0.03226
2148.02	2.51	7.5423619	0.0001247	0.081	1217	1.23	5503	2.04	0.0113
2248.02	1.49	9.4909557	0.0001672	0.081	674	0.78	5128	0.72	0.01903
2597.01	1.57	8.0054715	0.0001908	0.081	986	1.11	6192	1.05	0.01362
262.01	2.2	7.8125122	0.0000521	0.082	1278	1.22	6058	1.88	0.01074
627.01	2.45	7.7519792	0.0000541	0.082	1033	1.13	6125	1.2	0.01873
654.01	2.97	8.5947676	0.0000657	0.082	1005	1.12	5799	1.26	0.02151
720.02	2.53	10.0415552	0.0000234	0.082	672	0.72	5123	0.72	0.03197
884.01	4.13	9.4394513	0.0000145	0.082	654	0.81	4931	0.74	0.05108
890.01	8.27	8.0988814	0.0000073	0.082	924	1.07	5976	1.01	0.07533
1204.01	1.84	8.3981119	0.0002035	0.082	919	1.09	6084	0.96	0.01756
1316.01	1.47	7.6495053	0.000146	0.082	1196	1.25	5721	1.84	0.00731
1512.01	2.49	9.0417982	0.0000732	0.082	692	0.9	5068	0.79	0.02907
1557.02	3.01	9.6534843	0.0000329	0.082	679	0.8	4783	0.85	0.0325
1589.01	2.23	8.7257364	0.0000911	0.082	880	0.96	5755	0.99	0.02072
1760.02	1.89	8.7751434	0.0001817	0.082	803	0.95	5345	0.95	0.01824
2096.01	1.8	9.7628336	0.0001549	0.082	661	0.77	4890	0.77	0.02145
2318.01	1.27	10.4585364	0.0001476	0.082	559	0.66	4558	0.63	0.01845
2485.01	1.81	9.9912595	0.0001643	0.082	662	0.75	4966	0.75	0.0221
49.01	3.24	8.3137595	0.0000216	0.083	926	0.97	5923	1.04	0.02845
117.04	1.07	7.9579164	0.0001697	0.083	991	1.07	5949	1.18	0.00833
237.01	2.52	8.5083547	0.0000333	0.083	843	1.05	5679	0.94	0.02458
781.01	3.11	11.5981919	0.0000307	0.083	430	0.57	3833	0.54	0.05306
886.02	1.23	12.0717248	0.0002934	0.083	402	0.51	3705	0.5	0.02254
1110.01	1.57	8.7347662	0.0001523	0.083	825	1.06	5689	0.9	0.01605
1376.01	2.41	7.1389057	0.0000595	0.083	1332	1.61	7211	1.46	0.01516
1889.02	1.84	9.1818639	0.0001726	0.083	771	0.9	5537	0.83	0.02033
1907.01	2.02	11.3501058	0.0000726	0.083	456	0.58	4012	0.55	0.03367
84.01	2.53	9.2870093	0.0000134	0.084	781	0.98	5541	0.86	0.02709
85.03	1.41	8.1311464	0.0000507	0.084	1028	1.19	6172	1.2	0.01081
528.01	2.62	9.5767149	0.0000438	0.084	815	1.05	5448	0.96	0.02493
618.01	3.1	9.0708078	0.0000425	0.084	799	1.02	5471	0.92	0.03095
1205.01	2.13	8.6384518	0.0001113	0.084	883	1.08	5951	0.95	0.02053
1279.02	0.74	9.6518967	0.0003313	0.084	731	0.84	5582	0.74	0.0092
2029.02	0.8	10.0554794	0.0001614	0.084	646	0.79	5072	0.7	0.01041
2129.01	1.68	8.7963087	0.0001056	0.084	825	1.02	5677	0.91	0.01693
2460.01	1.06	11.3230628	0.0002315	0.084	514	0.61	4413	0.58	0.01658
148.02	3.14	9.6739281	0.0000198	0.085	740	0.94	5190	0.89	0.03243
159.01	2.7	8.9909163	0.0000397	0.085	948	1	5823	1.16	0.02135
430.01	2.3	12.3764632	0.0000407	0.085	449	0.57	4124	0.52	0.04076
864.03	2.41	9.7673159	0.0000894	0.085	704	0.93	5337	0.76	0.02912
1060.04	1.36	8.1937999	0.0001829	0.085	1039	1.21	6400	1.15	0.01081
1266.01	2.03	11.4192665	0.0000826	0.085	505	0.67	4342	0.59	0.03145
1525.01	2.38	7.7146828	0.000064	0.085	1223	1.2	6680	1.47	0.01487
1683.01	1.75	9.1151298	0.0001096	0.085	855	0.97	5701	0.98	0.01637
1839.01	4.94	9.5906328	0.0000644	0.085	1077	0.89	5263	1.83	0.02478
1916.02	1.69	9.5999222	0.0000734	0.085	811	0.89	5776	0.86	0.01803
82.02	1.29	10.3117522	0.0000382	0.086	634	0.8	4908	0.74	0.01608
304.01	4.89	8.5120497	0.0000148	0.086	1178	1.16	5885	1.77	0.02533
574.02	1.14	10.4000632	0.0001803	0.086	635	0.79	5047	0.7	0.01487
584.01	2.3	9.9267096	0.0000397	0.086	696	0.93	5350	0.75	0.02823
730.02	1.89	9.848713	0.0002399	0.086	834	1.07	5599	0.98	0.01768
779.01	9.98	10.4059559	0.0000071	0.086	760	1.05	5527	0.83	0.10966
797.01	7.73	10.1815816	0.0000206	0.086	776	1.05	5725	0.81	0.08723
892.01	2.48	10.3717206	0.0000485	0.086	638	0.91	5010	0.72	0.03175
1597.01	2.67	7.7967336	0.0000466	0.086	1156	1.14	6443	1.42	0.01722
1627.01	2.14	10.2967778	0.0001613	0.086	685	0.8	5207	0.77	0.02561
1813.01	3.12	9.7678048	0.000036	0.086	812	0.9	5359	1.01	0.0282
1908.01	1.3	12.5509647	0.0001056	0.086	451	0.54	4174	0.52	0.02304
1960.01	1.64	8.9686747	0.0000997	0.086	925	1.04	5976	1.06	0.01417
499.01	1.75	9.6684636	0.0000748	0.087	751	1	5362	0.88	0.01825
752.01	2.59	9.4881017	0.0000843	0.087	846	1.06	5584	1.03	0.02318
850.01	8.31	10.5262937	0.000006	0.087	700	0.97	5236	0.8	0.09536
1325.01	4	10.0353554	0.000022	0.087	729	0.98	5589	0.76	0.0482
1458.01	6.64	8.9813448	0.0000882	0.087	847	1.08	5751	0.97	0.06279
1465.01	7.32	9.771455	0.0000066	0.087	754	0.98	5619	0.81	0.08337
1875.01	1.94	9.917207	0.0000859	0.087	817	0.9	5714	0.92	0.0194
2086.02	2.47	8.9193463	0.0001135	0.087	1082	1.09	5915	1.5	0.01513
2133.01	18.24	6.2465798	0.0000821	0.087	2149	2.25	4712	9.3	0.01798
2274.01	2.52	9.9896497	0.0001495	0.087	667	0.88	5065	0.78	0.02986
2559.01	0.99	9.3095455	0.0001882	0.087	867	1.03	5849	0.98	0.00928
222.02	1.66	12.7945945	0.0000809	0.088	473	0.64	4353	0.53	0.02864
466.01	7.6	9.3910376	0.0000134	0.088	847	1	5907	0.93	0.07501
805.01	12.85	10.3280186	0.0000083	0.088	793	1.04	5415	0.97	0.12165
901.01	4.78	12.7326198	0.0000146	0.088	456	0.58	4213	0.53	0.08277
921.01	2.66	10.2819251	0.0000676	0.088	651	0.89	5046	0.75	0.03237
1030.01	2.09	9.2296855	0.0001477	0.088	912	1.07	6205	0.98	0.01968
1320.01	8.09	10.5068215	0.0000148	0.088	631	0.84	4936	0.74	0.10037
1593.01	2.21	9.6947894	0.0001637	0.088	794	1.05	5676	0.89	0.02294
1602.01	1.64	9.9774071	0.0002066	0.088	761	1.03	5596	0.84	0.01799
1608.01	1.81	9.1760804	0.0001178	0.088	941	1.06	6030	1.1	0.01505
1929.01	2	9.6930286	0.0001046	0.088	1015	0.96	5649	1.46	0.01256
2106.01	2.15	9.7538016	0.0001102	0.088	767	0.97	5567	0.86	0.02294
63.01	6.3	9.4341577	0.0000056	0.089	843	1.05	5721	0.99	0.05818
234.01	3.15	9.6137159	0.0000379	0.089	903	1.09	5735	1.14	0.02544
623.01	1.36	10.3497083	0.0001207	0.089	942	1.21	5877	1.18	0.01062
670.01	1.92	9.4893825	0.0000782	0.089	889	1.07	5608	1.15	0.01533
723.03	4.75	10.0888132	0.0000222	0.089	704	0.94	5244	0.82	0.05288
733.02	2.21	11.3492935	0.0000791	0.089	599	0.74	5038	0.65	0.03131
829.02	1.92	9.7519279	0.0001284	0.089	816	1.06	5858	0.89	0.01987
849.01	2.43	10.3554595	0.0000716	0.089	745	1	5303	0.9	0.0247
877.02	2.37	12.0399699	0.0000834	0.089	513	0.62	4500	0.59	0.03668
988.01	2.2	10.3812092	0.0000398	0.089	690	0.87	5218	0.8	0.02528
1072.01	2.39	10.128238	0.0001014	0.089	857	1.09	5876	0.97	0.02259
1161.02	2	10.9371062	0.0001446	0.089	689	0.79	5109	0.83	0.02207
1931.02	1.24	10.5580349	0.0001535	0.089	695	0.84	5417	0.75	0.01512
2362.02	2.4	11.0848699	0.0002409	0.089	632	0.76	4897	0.76	0.02889
2397.01	1.41	12.0009503	0.0001668	0.089	594	0.66	5053	0.63	0.0204
2430.01	1.33	10.215171	0.0003052	0.089	753	0.89	5287	0.93	0.01313
156.03	2.53	11.776147	0.0000236	0.09	549	0.73	4619	0.65	0.03549
163.01	2.27	11.1198885	0.0000365	0.09	694	1	5151	0.84	0.0248
250.01	3.08	12.2830776	0.0000298	0.09	501	0.63	4486	0.58	0.04893
567.01	2.64	10.6875495	0.0000491	0.09	739	1.03	5536	0.82	0.02936
571.02	1.68	13.3430951	0.000075	0.09	411	0.54	3881	0.52	0.02962
572.01	2.44	10.6402106	0.0000916	0.09	852	0.85	5666	1.05	0.02135
938.01	3.16	9.9460494	0.0000672	0.09	730	0.97	5342	0.86	0.03353
992.01	1.84	9.9316068	0.0002111	0.09	775	1.02	5648	0.87	0.0193
1111.01	1.6	10.2655079	0.0002042	0.09	725	0.99	5473	0.81	0.01806
1314.01	3.46	8.5750669	0.0001768	0.09	1230	1.29	5124	2.67	0.01191
1572.01	2.57	9.8031365	0.0001276	0.09	828	1	5920	0.9	0.02605
1601.01	1.52	10.3511265	0.0001555	0.09	731	1.01	5502	0.82	0.01708
1930.04	1.36	9.3413056	0.0002057	0.09	1065	1.1	5897	1.51	0.00824
1942.01	2.86	10.8498132	0.0000965	0.09	637	0.82	5081	0.73	0.0361
2351.01	1.8	10.2740236	0.0001908	0.09	728	0.91	5517	0.81	0.02048
2490.01	1.95	11.6065826	0.0001777	0.09	561	0.72	4794	0.63	0.02821
173.01	2.48	10.0607913	0.0000583	0.091	905	1.06	5706	1.18	0.01934
180.01	2.53	10.0456066	0.0000253	0.091	797	1.01	5680	0.92	0.02524
521.01	3.63	10.1609556	0.0000363	0.091	874	1.08	5767	1.07	0.03099
738.01	3.56	10.3380819	0.0000734	0.091	774	1.05	5711	0.86	0.03799
1336.01	2.78	10.2184956	0.000152	0.091	868	0.96	5843	1.03	0.02471
1576.01	3.2	10.4158083	0.0000353	0.091	810	0.93	5445	1.04	0.02832
1704.01	2.89	10.418751	0.00007	0.091	823	0.92	5453	1.07	0.02486
2172.01	2.52	10.440828	0.0000965	0.091	787	0.93	5516	0.95	0.02428
111.01	2.14	11.427512	0.0000361	0.092	801	0.81	5711	0.93	0.02107
157.06	1.89	10.3040489	0.0000798	0.092	851	1.06	5685	1.06	0.0164
192.01	9.47	10.2909988	0.0000033	0.092	848	1.09	5936	0.96	0.09007
205.01	7.46	11.7201189	0.0000043	0.092	636	0.93	5060	0.75	0.09149
247.01	1.95	13.8150581	0.0000715	0.092	397	0.48	3804	0.52	0.03471
314.01	1.66	13.7810523	0.0000252	0.092	411	0.55	3900	0.53	0.029
593.01	2.63	9.9976456	0.0000695	0.092	805	1.02	5737	0.93	0.02596
662.01	2.05	10.2140186	0.0000756	0.092	873	1.09	5889	1.04	0.01811
835.01	2.25	11.7630572	0.0000731	0.092	570	0.74	4817	0.66	0.03109
842.01	2.04	12.7180698	0.0000753	0.092	511	0.76	4497	0.61	0.03067
891.01	3.14	10.0065633	0.0000672	0.092	832	1.06	5851	0.95	0.03018
1015.01	2.64	9.4287999	0.0000874	0.092	947	1.12	6243	1.09	0.02228
1216.01	1.57	11.1312723	0.0001194	0.092	857	1.1	5842	1.02	0.0141
1435.02	1.93	10.4463617	0.0000794	0.092	765	0.94	5744	0.84	0.02114
2419.01	3.19	9.9569896	0.0008164	0.092	893	1.04	5917	1.08	0.0272
2466.02	0.98	13.2972448	0.0002604	0.092	475	0.59	4359	0.56	0.01603
70.01	3.09	10.8540913	0.0000127	0.093	763	0.9	5443	0.94	0.0302
262.02	2.79	9.3761366	0.0000555	0.093	1200	1.22	6058	1.88	0.01362
369.02	1.08	10.1046481	0.0000972	0.093	870	1.03	6153	0.96	0.01037
650.01	2.32	11.954776	0.0000315	0.093	621	0.97	4928	0.76	0.02807
874.02	1.52	11.1871443	0.000157	0.093	649	0.86	5037	0.79	0.01758
935.04	1.88	9.6168553	0.0002147	0.093	965	1.16	6345	1.1	0.01559
1081.01	2.19	9.955121	0.000095	0.093	840	1.04	5909	0.97	0.02082
1717.01	1.93	10.5615623	0.0001574	0.093	835	0.97	5382	1.15	0.01536
1819.01	1.61	12.0570861	0.0000497	0.093	608	0.73	5258	0.64	0.02304
1830.01	1.76	13.2269189	0.0000774	0.093	543	0.61	4926	0.58	0.0278
1867.02	2.15	13.9694068	0.0000651	0.093	408	0.55	3892	0.53	0.03743
2420.01	1.27	10.4172809	0.0002216	0.093	758	0.98	5615	0.87	0.01332
530.01	2.07	10.940266	0.000079	0.094	717	0.96	5517	0.82	0.02322
546.02	2.3	9.8259841	0.0001409	0.094	884	1.14	5989	1.05	0.02007
1270.02	1.55	11.6092567	0.0000862	0.094	631	0.82	5145	0.73	0.01958
1639.02	1.37	9.9822584	0.0001914	0.094	891	1.11	6044	1.05	0.01195
2413.01	1.3	12.9048286	0.0002398	0.094	520	0.67	4534	0.64	0.01877
2433.02	2.47	10.0432811	0.0002582	0.094	890	1.09	6084	1.03	0.02192
2595.01	1.79	9.1825212	0.0001762	0.094	1212	1.32	6500	1.68	0.00978
110.01	2.92	9.9406782	0.0000215	0.095	982	1.14	6344	1.17	0.02289
610.01	1.76	14.2823177	0.0000709	0.095	427	0.58	4072	0.54	0.0301
939.04	1.65	10.6817596	0.000179	0.095	771	1.02	5649	0.91	0.01665
1377.01	1.6	11.2971412	0.0002234	0.095	850	1.11	6027	0.97	0.01517
1761.01	8.7	10.1274833	0.0001162	0.095	893	1.12	6146	1.03	0.07735
1968.01	3.54	10.087508	0.0000923	0.095	880	1.11	6082	1.02	0.03176
2163.01	1.79	10.6648519	0.0001261	0.095	823	0.99	5759	1	0.0165
2180.01	1.75	11.5555998	0.0000964	0.095	697	0.86	5440	0.8	0.02004
2221.01	2.17	10.6287895	0.0002037	0.095	842	1	5808	1.02	0.01945
2424.01	2.69	11.9399867	0.0002803	0.095	592	0.81	4899	0.71	0.03454
168.01	3.89	10.7424912	0.0000629	0.096	1105	1.21	5877	1.74	0.02049
469.01	5.83	10.3290799	0.0000156	0.096	860	1.07	6005	1.01	0.05283
509.02	2.68	11.463566	0.0000607	0.096	696	1	5437	0.81	0.03037
518.01	2.11	13.9817882	0.0000541	0.096	508	0.84	4565	0.61	0.0317
942.01	3.08	11.5150928	0.0000468	0.096	627	0.87	4997	0.78	0.03631
1404.01	1.9	13.3241081	0.0001794	0.096	479	0.65	4400	0.58	0.02986
1408.01	1.24	14.5339756	0.000133	0.096	421	0.6	4036	0.54	0.02112
1537.01	0.85	10.1914408	0.000219	0.096	925	1.07	6063	1.15	0.00675
1630.01	1.69	11.3048801	0.0002002	0.096	713	0.93	5509	0.83	0.01875
2179.01	1.55	14.8717378	0.0002474	0.096	384	0.54	3737	0.52	0.02729
2374.02	1.95	12.1626171	0.0001884	0.096	722	0.8	5448	0.87	0.02067
260.01	1.55	10.4956776	0.0000748	0.097	980	1.09	6164	1.26	0.01125
525.01	5.14	11.5318365	0.0000487	0.097	843	1.07	5524	1.16	0.04059
785.01	2.39	12.3934254	0.0001259	0.097	638	0.96	5380	0.7	0.03134
1212.01	1.63	11.3011799	0.0002329	0.097	786	1.07	5702	0.95	0.01581
1244.01	1.57	10.8049062	0.0001293	0.097	800	1.05	5871	0.93	0.01552
1590.01	1.66	12.8901062	0.0002016	0.097	576	0.88	4830	0.71	0.02144
1643.01	2.05	11.0456408	0.0001838	0.097	842	1	5853	1.03	0.01823
1850.01	1.93	11.5512818	0.0000835	0.097	730	0.92	5697	0.82	0.02166
1976.01	2.18	12.1240044	0.0001156	0.097	645	0.83	5121	0.79	0.02524
2117.01	1.86	13.3601104	0.0001492	0.097	473	0.67	4298	0.6	0.02825
2304.01	1.48	11.1735965	0.000242	0.097	745	0.97	5665	0.86	0.01573
2369.01	2.22	11.0183179	0.0001713	0.097	787	1	5843	0.91	0.02247
2400.01	2.21	11.6192441	0.0001343	0.097	711	0.89	5628	0.8	0.02546
2594.01	2.44	11.2545475	0.0011249	0.097	851	0.97	5755	1.09	0.02055
142.01	4.08	10.9163843	0.0000136	0.098	791	0.96	5621	1	0.03752
273.01	1.82	10.5737688	0.0000257	0.098	844	0.97	5783	1.07	0.01557
387.01	2.18	13.8996445	0.0000364	0.098	496	0.69	4528	0.6	0.03302
641.01	1.83	14.8517572	0.0002072	0.098	428	0.68	4106	0.55	0.03065
658.03	1.14	11.3298387	0.0001867	0.098	750	0.98	5676	0.88	0.0119
756.01	4.06	11.0943295	0.0000805	0.098	784	1.07	5787	0.92	0.04034
899.03	1.61	15.3682903	0.000125	0.098	369	0.43	3653	0.52	0.02859
1364.03	2.59	11.9782642	0.0002175	0.098	712	0.88	5311	0.91	0.0262
1413.01	1.43	12.6445998	0.0002072	0.098	695	1.02	5394	0.83	0.01574
1746.01	1.6	11.7917417	0.0001902	0.098	716	0.89	5694	0.8	0.01845
2411.01	2.52	11.96712	0.0008716	0.098	777	0.87	5670	0.95	0.02443
94.02	3.43	10.4237073	0.0000264	0.099	970	1.2	6217	1.24	0.02544
787.02	3.5	11.3793437	0.0000828	0.099	751	1.05	5615	0.91	0.03523
1160.01	2.48	13.2141452	0.0001205	0.099	585	0.87	5164	0.65	0.03478
1420.01	4.14	13.3515854	0.0000707	0.099	552	0.73	4682	0.71	0.05367
1569.01	2.79	13.7520996	0.0001202	0.099	523	0.77	4639	0.65	0.03964
2051.02	1.58	11.0315808	0.000594	0.099	845	1.05	5929	1.03	0.01407
2113.02	2.27	12.3310833	0.0002518	0.099	646	0.84	5177	0.79	0.02632
2236.02	1.6	12.1266525	0.000239	0.099	696	0.89	5615	0.78	0.0188
2507.01	2.04	11.1295576	0.0002106	0.099	792	1.03	5881	0.92	0.02024
2602.01	1.33	11.4768541	0.0002663	0.099	771	0.97	5776	0.91	0.01349
166.01	2.7	12.4933113	0.0000435	0.1	713	1.04	5216	0.96	0.02579
241.01	1.66	13.8213913	0.0000684	0.1	546	0.85	5055	0.6	0.02542
245.03	0.34	13.367265	0.000311	0.1	629	0.75	5288	0.73	0.00422
346.01	2.4	12.9249089	0.0000451	0.1	624	0.96	5107	0.77	0.02868
474.01	2.61	10.9457232	0.0000617	0.1	870	1.11	6143	1.03	0.02318
520.01	2.57	12.760082	0.0000687	0.1	650	0.95	5048	0.85	0.02759
551.01	2.23	11.6370259	0.000098	0.1	734	1.02	5627	0.87	0.02341
652.01	2.62	16.0806716	0.0000176	0.1	446	0.72	4628	0.48	0.05018
1194.02	1.4	14.8629699	0.0004197	0.1	459	0.6	4350	0.57	0.02238
1198.02	1.97	10.3010938	0.0002787	0.1	958	1.24	6297	1.19	0.01522
1406.01	2.69	11.3611675	0.0000767	0.1	828	1.09	6027	0.97	0.02544
2025.03	1.56	11.1896895	0.0002912	0.1	974	1.06	6215	1.26	0.01133
2204.01	2.98	10.8608441	0.0002176	0.1	1085	1.12	6209	1.57	0.01738
2528.01	4.81	12.0229822	0.0001046	0.1	731	0.93	5725	0.84	0.05272
280.01	2.52	11.8729142	0.0000228	0.101	899	1.18	5975	1.17	0.01972
444.01	2.19	11.722936	0.0000811	0.101	759	1.06	5732	0.91	0.02214
1207.01	2.41	13.7346825	0.0001049	0.101	602	0.95	5058	0.74	0.02999
1301.01	2.39	12.699065	0.0001429	0.101	659	0.94	5414	0.77	0.02855
1309.01	2.83	10.1171213	0.0000833	0.101	1149	1.22	6869	1.45	0.01789
1530.01	1.59	12.9849711	0.0001148	0.101	793	1.1	5973	0.92	0.01591
2154.01	2.61	11.9295662	0.0002671	0.101	724	0.95	5605	0.87	0.02761
2246.01	1.4	11.8953365	0.0001788	0.101	768	0.96	5812	0.91	0.01422
2279.02	1	12.509476	0.0003406	0.101	770	0.88	5926	0.88	0.01047
122.01	2.78	11.5230629	0.0000277	0.102	823	1.03	5714	1.09	0.02342
165.01	2.74	13.2217798	0.0000437	0.102	651	0.85	5221	0.81	0.03087
522.01	2.94	12.8299404	0.0000497	0.102	685	0.97	5663	0.77	0.03512
601.02	23.11	11.6789301	0.0000351	0.102	777	1.02	5862	0.92	0.22986
871.01	16.47	12.9406716	0.0000026	0.102	674	0.93	5650	0.75	0.20213
951.01	3.74	13.1972438	0.0000375	0.102	600	0.8	4767	0.83	0.04134
1710.01	1.89	14.204369	0.000251	0.102	563	0.71	5169	0.62	0.02792
1832.02	2.55	12.7621206	0.0001241	0.102	760	0.87	5550	0.98	0.02379
1860.02	2.36	12.2094198	0.0001585	0.102	813	0.95	5708	1.06	0.02032
1939.01	2.01	13.4748812	0.0000976	0.102	604	0.79	5239	0.7	0.02638
2462.01	1.37	12.1466365	0.0002362	0.102	933	0.95	5760	1.38	0.00912
2529.01	1.39	16.79684	0.0003061	0.102	407	0.5	4262	0.48	0.02671
190.01	15.55	12.2648616	0.0000044	0.103	844	1.08	5425	1.28	0.11143
408.02	2.91	12.5609222	0.0000675	0.103	723	1.05	5631	0.87	0.03065
519.01	2.43	11.9036171	0.0001041	0.103	771	1.04	5807	0.93	0.0239
590.01	2.43	11.3885672	0.0001105	0.103	858	1.09	6106	1.05	0.02127
602.01	2.53	12.9138417	0.000173	0.103	829	1.1	6007	1.01	0.02297
775.01	1.84	16.3850024	0.0001442	0.103	405	0.55	4075	0.52	0.03225
1102.01	2.9	12.3334181	0.0001529	0.103	837	1.1	5800	1.1	0.02414
1148.01	1.86	11.476069	0.0002026	0.103	944	1.14	6158	1.24	0.01373
1529.02	1.1	11.8681708	0.0003564	0.103	811	1.04	6074	0.94	0.01065
1779.02	5.1	11.8150177	0.0000359	0.103	929	1.05	5666	1.42	0.0329
1904.01	3.6	12.4395167	0.0000876	0.103	919	0.95	4908	1.86	0.01781
2022.02	1.99	12.2476909	0.0001111	0.103	731	0.97	5696	0.87	0.02093
2038.02	2.18	12.5121653	0.0001397	0.103	688	0.93	5497	0.83	0.02406
2181.01	3.46	12.288587	0.0001703	0.103	895	0.98	4943	1.74	0.01828
2298.01	0.71	16.6673406	0.0002655	0.103	447	0.53	4649	0.49	0.01334
2443.02	0.96	11.8372844	0.0003897	0.103	846	1.03	6074	1.03	0.00857
2658.01	1.15	11.6597545	0.0002966	0.103	779	1.06	5805	0.95	0.0111
172.01	1.81	13.7223421	0.0000631	0.104	639	0.98	5603	0.69	0.02382
270.01	1.8	12.5825038	0.000144	0.104	919	0.88	5552	1.46	0.01127
288.01	3.11	10.275394	0.0000579	0.104	1163	1.01	6088	1.95	0.01463
473.01	3.25	12.7067842	0.0000804	0.104	664	0.96	5379	0.81	0.03652
587.01	2.6	14.0348317	0.0000916	0.104	608	0.98	5112	0.76	0.03155
934.02	2.38	12.412108	0.0001936	0.104	729	1.03	5733	0.86	0.02521
949.01	2.92	12.5325071	0.0000716	0.104	731	1.02	5733	0.87	0.03079
991.01	2.74	12.0621482	0.0000874	0.104	989	1.16	5681	1.62	0.01553
1089.02	5.07	12.2182551	0.0000387	0.104	818	1.09	5915	1.02	0.04552
1241.02	3.84	10.5034296	0.0002515	0.104	1196	1.43	4931	3.14	0.0112
1405.01	2.53	11.4190392	0.0002112	0.104	853	1.07	6009	1.08	0.02153
2377.01	1.59	13.9030911	0.0002361	0.104	612	0.78	5054	0.78	0.01861
2448.01	2.66	13.6279334	0.000226	0.104	602	0.81	4862	0.82	0.0297
2587.01	1.35	12.9477111	0.0004676	0.104	714	0.89	5811	0.81	0.01537
232.01	4.31	12.4659542	0.0000211	0.105	756	0.99	5868	0.9	0.04409
339.02	1.66	12.8340605	0.0001276	0.105	765	1.05	6013	0.87	0.0174
628.01	1.87	14.4858818	0.0000844	0.105	679	1.1	5668	0.78	0.02208
737.01	5.06	14.4983597	0.0000467	0.105	588	0.93	5117	0.71	0.06512
791.01	7.1	12.6119041	0.0000181	0.105	712	1.03	5564	0.88	0.07372
858.01	11.7	13.6101409	0.0000247	0.105	699	1.03	5440	0.89	0.12053
1014.01	1.8	17.317287	0.0001216	0.105	430	0.77	4630	0.47	0.03552
1115.01	2.1	12.9917827	0.0001943	0.105	820	1.09	5487	1.21	0.01596
1895.02	1.92	17.2811611	0.0001334	0.105	404	0.51	4288	0.48	0.03659
2086.03	2.55	11.9016174	0.0001965	0.105	985	1.09	5915	1.5	0.0156
2555.01	1.05	12.5714389	0.0002394	0.105	873	0.96	6233	1.06	0.00908
2581.01	0.9	12.7367233	0.0002943	0.105	674	0.94	5415	0.83	0.00992
2604.01	1.31	14.4332462	0.0002679	0.105	519	0.74	4739	0.65	0.01859
385.01	2.15	13.1449408	0.0001283	0.106	738	1.04	5466	0.99	0.01983
392.02	1.33	12.6110209	0.000433	0.106	841	1.01	5684	1.19	0.01018
456.01	3.27	13.6991382	0.0000498	0.106	697	1.05	5644	0.83	0.03609
542.02	1.42	13.8175243	0.00025	0.106	734	0.84	5509	0.97	0.01348
550.01	2.34	13.023636	0.0000797	0.106	695	1.02	5635	0.83	0.02583
698.01	11.43	12.7187062	0.0000064	0.106	757	0.9	5705	0.96	0.10931
1499.01	2.33	14.1639907	0.0000937	0.106	659	1.01	5264	0.85	0.02506
