KOI	RPLANET	PER	UPER	A	TPLANET	MSTAR	TSTAR	RSTAR	RR
658.01	2.03	3.1626947	0.0000091	0.042	1146	0.98	5676	0.88	0.02113
665.03	1.09	3.0715629	0.0000371	0.042	1314	1.09	5864	1.08	0.00924
863.01	2.65	3.1678756	0.00002	0.042	1144	1.04	5651	0.88	0.0275
987.01	1.28	3.1792616	0.0000116	0.042	1143	0.97	5542	0.92	0.01279
1219.01	0.63	3.5037616	0.0001372	0.042	948	0.94	4972	0.79	0.00741
1358.03	1.11	3.6484591	0.0000721	0.042	808	0.73	4601	0.67	0.01537
1693.01	2.29	3.4037458	0.0000109	0.042	1061	0.87	5384	0.84	0.02508
1701.01	1.69	2.4390056	0.0000143	0.042	2086	1.64	7065	1.88	0.00825
2534.01	1.15	3.0255338	0.0000496	0.042	1289	1.05	5929	1.02	0.01034
194.01	13.96	3.12083	0.0000011	0.043	1224	1.05	5883	0.96	0.13377
361.01	1.53	3.2475829	0.0000191	0.043	1211	1.05	5723	0.99	0.01415
667.01	5.27	4.305218	0.0000071	0.043	655	0.6	4135	0.55	0.08718
830.01	10.65	3.5256325	5.00E-07	0.043	896	0.8	4915	0.73	0.13283
916.01	4.23	3.3149523	0.0000067	0.043	1113	1.01	5401	0.94	0.04138
926.01	3.58	3.1663528	0.0000097	0.043	1180	1.05	5741	0.93	0.03514
975.01	1.72	2.7858189	0.0000168	0.043	1863	1.05	6131	2.04	0.00774
1194.03	1.08	4.1763664	0.0000956	0.043	700	0.6	4350	0.57	0.01727
1239.02	1.74	3.1740667	0.0000515	0.043	1227	1.07	5849	0.97	0.01643
1646.01	1.02	3.7202265	0.0000566	0.043	908	0.78	4837	0.78	0.01196
1793.01	30.18	3.261758	0.0000069	0.043	1192	0.99	5876	0.91	0.30443
1929.02	1.43	3.2927435	0.0000381	0.043	1451	0.96	5649	1.46	0.00898
2021.01	1.61	3.7641622	0.0000405	0.043	843	0.75	4883	0.66	0.02242
2111.01	1.66	3.2896837	0.0000313	0.043	1210	0.95	5724	0.99	0.01546
2114.01	1.27	4.4215386	0.0000355	0.043	625	0.55	4061	0.52	0.02218
2219.01	1.09	3.7573074	0.0000281	0.043	862	0.76	4853	0.7	0.01432
7.01	3.72	3.2136641	0.0000042	0.044	1386	1.08	5858	1.27	0.02692
135.01	10.55	3.0240949	6.00E-07	0.044	1402	1.08	6082	1.2	0.08054
137.03	1.82	3.5047611	0.0000174	0.044	1120	1.05	5385	0.98	0.01708
186.01	12.35	3.2432603	6.00E-07	0.044	1207	1.06	5826	0.97	0.11668
208.01	12.73	3.0038752	0.0000038	0.044	1368	1.08	6094	1.14	0.10252
555.01	1.4	3.7017298	0.0000376	0.044	1048	0.95	5245	0.9	0.01426
611.01	11.32	3.251658	0.0000015	0.044	1299	1.09	6122	1.02	0.102
688.01	2.14	3.275783	0.0000182	0.044	1456	1.15	6157	1.26	0.0155
939.01	1.57	3.3880078	0.0000338	0.044	1133	1.02	5649	0.91	0.01583
943.01	2.23	3.6014486	0.0000183	0.044	968	0.91	5178	0.79	0.02588
1306.02	1.39	3.4681287	0.0000481	0.044	1125	1.06	5714	0.88	0.01457
1528.01	0.82	3.9895503	0.0000388	0.044	850	0.84	5087	0.63	0.0119
1687.01	1.64	3.9324492	0.0000331	0.044	841	0.75	4667	0.73	0.02044
1864.01	2.67	3.2151497	0.0000373	0.044	1695	1.07	5544	2.12	0.01157
1893.01	1.21	3.5549007	0.0000247	0.044	1090	0.88	5827	0.79	0.01407
2168.01	1.29	3.2818945	0.0000502	0.044	1215	1.05	5926	0.95	0.01245
2213.01	1.49	3.9708052	0.0000443	0.044	908	0.74	5026	0.74	0.01849
2247.01	0.8	4.4573559	0.0000561	0.044	681	0.58	4362	0.55	0.01339
2619.01	1.94	3.2764498	0.0000686	0.044	1130	1.03	5574	0.93	0.01913
2641.01	1.07	3.5558626	0.0000829	0.044	1174	0.87	5616	0.99	0.00997
17.01	11.06	3.2346996	4.00E-07	0.045	1260	0.91	5826	1.08	0.09373
70.02	1.92	3.6961222	0.0000068	0.045	1097	0.9	5443	0.94	0.01872
117.03	1.58	3.1799621	0.0000253	0.045	1345	1.07	5949	1.18	0.01222
579.02	1.75	3.7630081	0.0000187	0.045	920	0.84	5074	0.76	0.02108
585.01	2.37	3.7221801	0.0000137	0.045	1004	0.96	5437	0.79	0.02757
657.01	1.63	4.0694023	0.0000156	0.045	788	0.76	4632	0.67	0.02233
776.01	5.29	3.7287325	0.0000032	0.045	960	0.91	5309	0.76	0.06418
813.01	6.82	3.8959309	0.0000027	0.045	946	0.95	5357	0.72	0.08676
914.01	1.59	3.8866086	0.0000319	0.045	942	0.92	5479	0.68	0.02131
921.03	1.76	3.7840636	0.0000384	0.045	911	0.89	5046	0.75	0.02149
1002.01	1.36	3.4815385	0.0000419	0.045	1146	0.87	5481	1.01	0.01234
1142.01	1.69	3.7557701	0.0000377	0.045	923	0.91	5141	0.74	0.02075
1342.01	1.24	3.7736819	0.0000481	0.045	1215	0.84	5972	0.96	0.01183
1364.04	1.95	3.7152835	0.000067	0.045	1051	0.88	5311	0.91	0.01972
2034.01	3.08	3.6093222	0.0000216	0.045	1045	0.94	5443	0.85	0.03312
2171.01	1.34	3.532292	0.0000451	0.045	1112	0.98	5708	0.88	0.01403
2261.01	1.08	3.9760323	0.0000433	0.045	946	0.79	5052	0.81	0.01217
2332.01	1.54	3.7005633	0.0000702	0.045	1438	0.9	5193	1.77	0.00795
2519.01	4.21	4.7909237	0.0000264	0.045	619	0.52	4265	0.49	0.07919
115.03	0.63	3.4358442	0.0001197	0.046	1473	1.13	6202	1.33	0.00434
139.02	1.49	3.3418402	0.0000265	0.046	1319	1.07	5952	1.16	0.01179
188.01	9.26	3.7970171	6.00E-07	0.046	933	0.89	5087	0.8	0.10666
199.01	11.33	3.2686948	8.00E-07	0.046	1357	1.09	6214	1.13	0.09217
229.01	5.89	3.57321	0.0000033	0.046	1211	1.07	5608	1.1	0.04904
327.01	1.48	3.2542815	0.000025	0.046	1378	1.11	6206	1.17	0.01166
452.01	2.4	3.7059697	0.0000182	0.046	1231	1.09	5935	1.02	0.02165
559.01	1.25	4.3313457	0.0000682	0.046	881	0.98	5187	0.68	0.01681
685.01	2.83	3.1739047	0.0000159	0.046	1577	1.18	6187	1.53	0.01688
711.02	1.5	3.6193448	0.0000283	0.046	1164	1.04	5502	1.06	0.01299
749.02	1.56	3.9410462	0.0000411	0.046	962	0.86	5374	0.76	0.01888
786.01	1.83	3.689938	0.0000315	0.046	1079	1.01	5638	0.87	0.0194
844.01	3.67	3.7098842	0.0000101	0.046	995	0.94	5381	0.81	0.04162
852.01	2.29	3.7618485	0.0000327	0.046	1108	1.03	5448	0.98	0.02152
904.04	1.46	4.6175266	0.0000424	0.046	684	0.61	4362	0.58	0.02306
953.01	4.76	3.5840842	0.0000073	0.046	1056	1.01	5491	0.88	0.04989
1152.01	15.97	4.7222521	0.0000012	0.046	620	0.58	4069	0.55	0.2672
1363.01	2.14	3.5465341	0.0000359	0.046	1138	1.03	5702	0.94	0.02083
1488.01	2.26	3.9496333	0.0000205	0.046	931	0.92	4984	0.82	0.02513
1738.01	1.15	4.1678557	0.0000302	0.046	934	0.77	5138	0.78	0.01354
1882.01	1.5	3.7705674	0.000028	0.046	1068	0.9	5814	0.8	0.01727
2224.01	1.36	3.7309268	0.0000593	0.046	1067	0.93	5591	0.86	0.01453
2625.01	1.61	3.8136681	0.0000662	0.046	984	0.9	5376	0.79	0.01862
10.01	15.88	3.5224991	7.00E-07	0.047	1532	1.12	6025	1.56	0.09328
46.01	4.32	3.4876878	0.0000042	0.047	1233	1.12	5764	1.1	0.03587
112.02	1.2	3.7091908	0.000025	0.047	1185	1.11	5853	0.99	0.01109
127.01	10.92	3.5787827	5.00E-07	0.047	1189	1.04	5731	1.04	0.09633
470.01	4.58	3.7508299	0.0000041	0.047	1078	1	5542	0.91	0.04597
511.02	1.26	4.2637557	0.0000417	0.047	1099	0.78	5802	0.87	0.01338
554.01	7.34	3.6584892	0.0000042	0.047	1136	1.05	5835	0.92	0.07355
600.01	2.26	3.5957356	0.0000307	0.047	1186	1.08	5869	0.99	0.02099
723.01	3.26	3.9369952	0.0000091	0.047	969	0.94	5244	0.82	0.03627
833.01	36.9	3.9514177	0.0000079	0.047	1057	1.04	5781	0.81	0.41934
837.02	1.35	4.1445384	0.0000495	0.047	822	0.8	4817	0.7	0.01767
906.03	1.02	4.1478735	0.0001123	0.047	904	0.8	5017	0.78	0.01195
913.01	9.96	4.0822769	8.00E-07	0.047	965	0.97	5463	0.75	0.12133
1116.01	1.56	3.7491033	0.0000283	0.047	1196	1.07	5746	1.05	0.01371
1396.02	1.77	3.7013109	0.0000602	0.047	1098	1.04	5667	0.91	0.01786
1824.01	1.97	3.5538011	0.000018	0.047	1414	1.09	5978	1.35	0.01337
1900.01	1.28	5.1849802	0.0000361	0.047	613	0.53	4251	0.5	0.02346
1967.01	1.43	4.4177486	0.0000338	0.047	806	0.71	4759	0.69	0.01895
2393.01	1.34	4.6030977	0.0000614	0.047	775	0.67	4730	0.65	0.019
2489.01	1.68	3.924581	0.0001018	0.047	1008	0.9	5558	0.8	0.0194
144.01	3.02	4.1762599	0.0000065	0.048	890	1.11	4955	0.8	0.03484
220.02	0.85	4.1250199	0.0000656	0.048	966	0.92	5388	0.79	0.00985
265.01	1.29	3.5680647	0.0000296	0.048	1320	1.11	6040	1.18	0.01001
398.02	3.33	4.1800658	0.0000087	0.048	934	0.94	5101	0.83	0.03693
433.01	5.6	4.0304645	0.0000062	0.048	1059	1.01	5237	1.01	0.05099
490.01	1.72	4.3931468	0.0000219	0.048	830	0.76	4781	0.74	0.02121
873.01	1.58	4.3473256	0.0000286	0.048	916	0.96	5470	0.69	0.02096
1543.01	13.69	3.9643337	9.00E-07	0.048	1093	1.06	5821	0.87	0.14452
1867.03	1.08	5.2122754	0.0000436	0.048	568	0.55	3892	0.53	0.01877
2071.01	2.1	3.8568735	0.0000398	0.048	1355	0.98	5273	1.63	0.01184
2084.01	2.86	4.1958035	0.0000331	0.048	963	0.85	5029	0.9	0.02902
2090.01	1.64	5.132541	0.0000467	0.048	564	0.56	3834	0.53	0.02814
2307.01	1.88	4.1503155	0.0000267	0.048	958	0.86	5315	0.8	0.02157
2317.01	1.27	3.7887527	0.0000802	0.048	1220	1.03	5659	1.15	0.0102
2426.01	0.78	4.1606928	0.0000686	0.048	938	0.87	5307	0.77	0.00928
2552.01	1.16	3.656953	0.0000692	0.048	1215	1.09	6046	1	0.01066
217.01	12.89	3.9050817	7.00E-07	0.049	1038	0.98	5504	0.9	0.13207
456.02	1.5	4.3094049	0.0000394	0.049	1026	1.05	5644	0.83	0.01656
480.01	2.51	4.3016712	0.0000106	0.049	980	0.99	5324	0.85	0.027
500.04	1.63	4.6453196	0.0000303	0.049	740	0.66	4613	0.65	0.0231
509.01	2.24	4.1669656	0.0000186	0.049	974	1	5437	0.81	0.02538
543.01	2.23	4.3021628	0.0000173	0.049	880	0.91	5166	0.73	0.02799
687.01	1.39	4.1783824	0.0000275	0.049	1049	1.05	5606	0.88	0.01446
714.01	2.57	4.1820098	0.0000069	0.049	1019	0.98	5396	0.9	0.02627
825.02	1.59	4.7149737	0.0000655	0.049	779	0.7	4735	0.68	0.02136
864.01	2.51	4.3118021	0.0000177	0.049	927	0.93	5337	0.76	0.03028
931.01	12.05	3.8556024	0.0000011	0.049	1121	1.01	5714	0.97	0.11408
1074.01	11.56	3.7705566	0.000004	0.049	1230	1.09	6075	1.03	0.10271
1214.01	1.3	4.2414992	0.0000841	0.049	1101	1.06	5538	0.99	0.01194
1323.01	7.38	3.9901099	0.0000066	0.049	1054	0.97	5666	0.87	0.07773
1536.01	1.28	3.7443514	0.0000666	0.049	1250	1.09	5862	1.15	0.01024
2148.03	1.72	3.6146087	0.000094	0.049	1564	1.23	5503	2.04	0.00773
2169.03	0.74	4.2723541	0.0000621	0.049	1042	0.87	5299	0.97	0.00697
2457.01	1.05	3.7042973	0.0000739	0.049	1572	1.14	6514	1.47	0.00656
2458.01	1.6	4.3540823	0.0000594	0.049	978	0.81	5247	0.88	0.01676
2636.01	0.64	3.8814555	0.0000441	0.049	1201	1.05	5900	1.04	0.00559
2637.01	0.74	3.9901793	0.0001856	0.049	1124	1	5789	0.95	0.00718
94.04	1.41	3.7432452	0.0000313	0.05	1364	1.2	6217	1.24	0.01045
153.02	2.07	4.7539936	0.000011	0.05	773	0.85	4725	0.69	0.02758
305.01	1.57	4.6035711	0.0000115	0.05	807	0.92	4782	0.73	0.01962
412.01	6.72	4.1470197	0.0000033	0.05	1192	1.09	5584	1.17	0.05262
421.01	11.23	4.4541913	0.0000012	0.05	955	1.02	5181	0.87	0.11786
472.01	3.03	4.2437425	0.00001	0.05	1009	1.04	5682	0.81	0.03422
678.02	3.27	4.1385529	0.0000209	0.05	1277	0.97	5073	1.63	0.01843
769.01	2.27	4.2809693	0.0000247	0.05	964	0.99	5461	0.8	0.02597
895.01	10.51	4.4094114	0.0000024	0.05	1034	1.04	5436	0.93	0.10374
911.01	2.36	4.0936027	0.0000293	0.05	1092	1.02	5820	0.91	0.02394
994.01	1.35	4.2988629	0.0000676	0.05	1026	1.02	5398	0.93	0.0133
1344.01	0.89	4.4875479	0.0000519	0.05	988	1.05	5731	0.76	0.01068
1589.04	1.27	4.2245375	0.0000959	0.05	1127	0.96	5755	0.99	0.01178
1820.01	3.76	4.3372377	0.0000213	0.05	1341	0.91	5297	1.65	0.02093
1884.02	2.12	4.7750412	0.0000654	0.05	866	0.75	5077	0.75	0.02608
2333.01	1.36	3.9308728	0.0000678	0.05	1361	1.05	5945	1.35	0.00928
2509.01	1.01	4.5514327	0.0000774	0.05	874	0.81	5107	0.75	0.01237
684.01	30.63	4.0349149	0.0000106	0.051	1390	1.18	5331	1.78	0.15773
756.02	2.78	4.134403	0.0000389	0.051	1087	1.07	5787	0.92	0.02763
874.01	2.26	4.6018364	0.0000191	0.051	876	0.86	5037	0.79	0.02619
893.01	2.12	4.4084678	0.0000457	0.051	1067	1.07	5729	0.91	0.02141
898.02	2.18	5.1698204	0.0000289	0.051	708	0.57	4648	0.61	0.03293
1339.01	1.82	4.1680782	0.0000551	0.051	1140	1.06	5533	1.11	0.01497
1382.01	22.64	4.2023359	0.000001	0.051	1199	1.1	5921	1.07	0.19328
1567.02	1.93	4.6461954	0.000068	0.051	902	0.82	5027	0.84	0.02101
1832.01	2.95	4.5444748	0.0000174	0.051	1075	0.87	5550	0.98	0.02751
2121.01	1.3	4.5101418	0.0000465	0.051	909	0.86	5356	0.76	0.0158
2155.01	1.51	4.33946	0.0000418	0.051	971	0.95	5389	0.85	0.01623
3.01	4.67	4.8878003	6.00E-07	0.052	794	0.71	4766	0.74	0.0577
18.01	17.37	3.5484657	7.00E-07	0.052	1733	0.95	6297	2.02	0.07871
156.02	1.18	5.1885482	0.0000291	0.052	722	0.73	4619	0.65	0.01654
201.01	9.95	4.2253846	0.0000011	0.052	1157	1.04	5541	1.17	0.07825
251.02	0.84	5.7744691	0.0001031	0.052	541	0.55	3846	0.53	0.01456
440.02	2.36	4.9734555	0.0000168	0.052	841	0.91	4980	0.76	0.02834
457.01	1.84	4.9213572	0.0000136	0.052	793	0.77	4931	0.69	0.02443
524.01	2.32	4.5923916	0.000014	0.052	877	0.92	5187	0.76	0.02784
532.01	2.58	4.2216437	0.0000179	0.052	1104	1.07	5874	0.94	0.02502
609.01	14.81	4.3969343	0.0000029	0.052	1188	1.09	5696	1.16	0.11685
671.01	1.66	4.2286992	0.0000382	0.052	1126	1.03	5845	0.99	0.01538
766.01	4.18	4.1255728	0.0000124	0.052	1161	1.09	5913	1.03	0.03718
843.01	6.24	4.1904091	0.0000057	0.052	1171	1.08	5784	1.09	0.0523
851.01	5.42	4.5835184	0.000006	0.052	1009	1.03	5570	0.88	0.05664
984.01	3.19	4.2873775	0.0000046	0.052	1023	1.15	5515	0.92	0.03181
1024.01	1.71	5.7477186	0.0000264	0.052	595	0.58	4162	0.55	0.02874
1141.01	1.58	5.7282561	0.0000661	0.052	571	0.56	4021	0.54	0.0269
1151.01	0.84	5.2178106	0.0000734	0.052	862	1.03	5431	0.67	0.01143
1422.01	2.18	5.841674	0.0000334	0.052	517	0.53	3712	0.52	0.03855
1716.01	2.13	4.8808606	0.0000496	0.052	823	0.79	4747	0.8	0.02435
2036.02	0.96	5.7953033	0.0001045	0.052	552	0.54	3952	0.52	0.01692
2057.01	1.1	5.9456782	0.0000482	0.052	548	0.54	3929	0.52	0.01942
2378.01	1.49	4.7670289	0.0000833	0.052	1009	0.82	5430	0.92	0.01484
2521.02	1.4	4.8664344	0.0001493	0.052	831	0.79	5085	0.71	0.01803
2588.01	1.12	5.7795718	0.0000733	0.052	581	0.56	4101	0.54	0.01905
69.01	1.5	4.7267482	0.0000052	0.053	1000	1.04	5593	0.87	0.01575
148.01	2.14	4.7779805	0.0000142	0.053	937	0.94	5190	0.89	0.02208
240.01	3.99	4.2868587	0.0000116	0.053	1133	1.07	5996	0.97	0.03765
762.01	2.28	4.4988398	0.0000578	0.053	1045	1.05	5779	0.89	0.02347
787.01	2.88	4.4311847	0.0000226	0.053	1026	1.05	5615	0.91	0.02902
810.01	2.74	4.7830002	0.0000185	0.053	851	0.91	4997	0.79	0.03184
952.01	2.25	5.901275	0.0000279	0.053	548	0.49	3911	0.54	0.03858
1015.02	1.4	4.0890203	0.000087	0.053	1247	1.12	6243	1.09	0.01177
1129.01	1.71	4.8971345	0.0000598	0.053	858	0.96	4904	0.83	0.01882
1584.01	1.34	5.8707188	0.0000688	0.053	588	0.62	4147	0.55	0.02242
1803.01	4.45	4.5392865	0.0000161	0.053	1220	0.98	4882	1.7	0.02401
1851.01	2.18	4.469763	0.000021	0.053	1025	0.97	5712	0.88	0.02281
2016.01	1.64	4.3064297	0.000053	0.053	1123	1.1	5866	1	0.01508
2045.01	1.69	5.4766398	0.0000435	0.053	676	0.65	4484	0.62	0.025
2048.01	1.18	6.1800503	0.0000532	0.053	651	0.52	4997	0.46	0.02339
2059.01	0.59	6.1473012	0.0000581	0.053	614	0.53	4536	0.5	0.01092
2143.01	1.11	4.7902783	0.0000563	0.053	913	0.89	5380	0.79	0.01294
2158.01	1.61	4.5621528	0.0000617	0.053	1260	0.96	5250	1.57	0.00938
2183.02	1.21	4.5794971	0.0000813	0.053	983	0.94	5610	0.84	0.01325
2383.01	1.36	4.3703807	0.0000731	0.053	1088	1.06	5796	0.96	0.01299
2440.01	1.22	4.8665907	0.0000832	0.053	998	0.82	5453	0.91	0.01227
258.01	5.18	4.1574033	0.0000146	0.054	1466	1.18	6278	1.51	0.03135
341.02	1.58	4.6996126	0.0000525	0.054	1015	1.05	5536	0.93	0.01556
438.01	1.74	5.9312168	0.0000178	0.054	615	0.58	4351	0.56	0.02872
483.01	2.43	4.7986252	0.0000195	0.054	925	0.97	5410	0.81	0.02743
561.01	1.68	5.3789005	0.000028	0.054	802	0.92	5059	0.7	0.0221
572.02	1.24	4.938917	0.0001077	0.054	1101	0.85	5666	1.05	0.01088
701.02	1.27	5.714923	0.0000237	0.054	707	0.83	4807	0.6	0.01945
903.01	6.28	5.007312	0.0000045	0.054	925	0.99	5620	0.75	0.07659
907.03	1.66	4.7908729	0.0000852	0.054	1117	0.91	5634	1.09	0.01395
908.01	11.26	4.708327	0.0000024	0.054	1161	1.07	5391	1.29	0.08022
922.01	2.13	5.1544414	0.0000308	0.054	912	0.99	5253	0.84	0.02339
1240.02	2.34	4.8070777	0.0000232	0.054	961	0.91	5543	0.83	0.02569
1304.01	1.51	4.5973073	0.0001105	0.054	1034	1.03	5733	0.9	0.01531
1632.01	1.3	4.59492	0.0000542	0.054	1296	1.01	6209	1.21	0.00982
1835.01	3.11	4.5803385	0.0000231	0.054	1222	0.98	5004	1.66	0.01722
1931.01	1.43	4.9776714	0.0000389	0.054	893	0.84	5417	0.75	0.01745
2052.01	4.21	4.2246359	0.0000277	0.054	1201	1.16	6097	1.08	0.03585
2053.02	1.4	4.6126606	0.0000436	0.054	1236	0.97	6080	1.15	0.01122
2164.01	1.18	5.1233377	0.0000722	0.054	858	0.82	5337	0.72	0.0151
2220.02	1.35	5.0283301	0.0000774	0.054	1023	0.84	5738	0.88	0.01403
2297.01	1.49	4.6448804	0.0000837	0.054	1141	0.98	5780	1.08	0.01262
2437.01	1.4	4.1476529	0.0000857	0.054	1221	1.19	6066	1.12	0.01142
2486.01	2.64	4.2679688	0.0000405	0.054	1254	1.16	6178	1.14	0.02118
2657.01	0.51	5.224152	0.0000978	0.054	840	0.78	5340	0.69	0.00683
82.05	0.52	5.2870294	0.0000852	0.055	792	0.8	4908	0.74	0.00647
222.01	2.03	6.3125038	0.0000172	0.055	598	0.64	4353	0.53	0.03501
343.01	2.68	4.7616972	0.0000119	0.055	1156	0.99	5744	1.14	0.0215
497.02	1.53	4.4254115	0.0000693	0.055	1151	1.09	6045	1.02	0.01366
673.01	2.18	4.4174634	0.000025	0.055	1307	1.15	6338	1.2	0.01662
692.02	2.02	4.8229342	0.0000203	0.055	965	0.94	5608	0.84	0.02216
751.01	2.56	4.9967769	0.0000456	0.055	889	0.96	5174	0.83	0.02808
981.01	3.07	3.9978022	0.0001208	0.055	1808	1.41	5189	3.43	0.00819
1341.01	1.68	4.5143493	0.0000534	0.055	1168	1.1	5933	1.09	0.01408
1397.01	1.97	6.2470691	0.0000401	0.055	553	0.56	4019	0.54	0.03377
1519.01	1.55	5.1443917	0.0000768	0.055	816	0.88	4994	0.76	0.0188
1526.01	1.38	4.4444598	0.000083	0.055	1127	1.05	6011	0.99	0.01278
1557.03	3.27	5.3159648	0.0000167	0.055	829	0.8	4783	0.85	0.03537
1563.01	3.06	5.4870061	0.0000586	0.055	799	0.75	4918	0.75	0.03765
1629.01	1.49	4.4096731	0.0000496	0.055	1181	1.15	5864	1.15	0.01193
1779.01	5.94	4.6627227	0.0000061	0.055	1271	1.05	5666	1.42	0.03832
1843.02	0.84	6.3560063	0.0000883	0.055	499	0.54	3673	0.52	0.0148
1890.01	1.49	4.3364907	0.0000288	0.055	1308	1.16	6045	1.32	0.01035
2353.01	2	5.1867808	0.0000377	0.055	819	0.84	5068	0.74	0.0248
2374.01	1.17	5.2622552	0.0001062	0.055	954	0.8	5448	0.87	0.01243
2615.01	1.61	4.6951528	0.0000877	0.055	1025	1	5730	0.91	0.01636
4.01	11.79	3.8493724	0.0000044	0.056	1923	1.11	6391	2.6	0.04152
20.01	17.58	4.4379629	6.00E-07	0.056	1314	1.09	6011	1.38	0.11716
253.01	2.41	6.3831833	0.0000209	0.056	541	0.52	3951	0.54	0.04095
720.01	2.66	5.6905861	0.0000086	0.056	813	0.72	5123	0.72	0.03369
838.01	12.34	4.8593843	0.0000038	0.056	1036	1.07	5794	0.92	0.12287
877.01	2.42	5.9548806	0.0000253	0.056	646	0.62	4500	0.59	0.03742
912.02	1.08	6.6683915	0.000056	0.056	553	0.52	4214	0.5	0.01995
1358.01	2.12	5.6449541	0.0000397	0.056	699	0.73	4601	0.67	0.02921
1641.01	1.3	4.8538242	0.0001097	0.056	1038	1.01	5798	0.92	0.01297
1982.01	2.85	4.8875329	0.0000364	0.056	938	0.99	5357	0.88	0.02968
384.01	1.71	5.0800604	0.0000416	0.057	1121	1.09	5744	1.12	0.01405
520.02	1.53	5.4330434	0.0000552	0.057	861	0.95	5048	0.85	0.01641
718.01	2.57	4.5855042	0.0000191	0.057	1225	1.04	5788	1.31	0.01799
747.01	3.31	6.0292722	0.0000202	0.057	631	0.65	4357	0.61	0.04937
749.01	2.23	5.3495689	0.0000307	0.057	864	0.86	5374	0.76	0.02695
910.01	2.88	5.392066	0.0000227	0.057	804	0.84	5017	0.75	0.03502
1222.01	1.97	4.2855255	0.0001441	0.057	1583	0.82	5140	2.78	0.00649
1481.01	3.01	5.1013699	0.0000472	0.057	999	0.95	5620	0.93	0.02977
1505.01	2.08	5.0325893	0.0000708	0.057	981	1.05	5701	0.87	0.02198
1605.01	2.53	4.9392244	0.0000445	0.057	1121	1.08	5680	1.14	0.0203
1713.01	1.29	6.8278184	0.0000601	0.057	542	0.53	4105	0.51	0.02319
1805.03	3.4	4.3627411	0.0000264	0.057	1366	1.29	5647	1.72	0.01819
1809.02	1.45	4.9153784	0.0000241	0.057	1017	1.01	5692	0.94	0.01418
1845.02	58.05	5.0582278	0.0000178	0.057	1190	0.97	4717	1.87	0.28528
1940.02	0.61	6.7367973	0.000223	0.057	561	0.55	4218	0.52	0.01084
2364.01	3.91	5.2430694	0.000453	0.057	1329	0.89	5173	1.93	0.01853
5.01	5.65	4.7803287	0.000003	0.058	1279	1.14	5861	1.42	0.03651
420.01	3.65	6.0103736	0.000005	0.058	712	0.82	4687	0.69	0.04862
464.02	2.63	5.3501928	0.0000152	0.058	948	1.01	5362	0.93	0.02588
647.01	1.65	5.1694955	0.0000379	0.058	1164	1.12	6154	1.07	0.0142
733.01	2.54	5.9250165	0.000022	0.058	742	0.74	5038	0.65	0.03602
736.02	1.33	6.7390014	0.0000873	0.058	561	0.6	4157	0.54	0.02244
760.01	10.93	4.9593347	0.0000019	0.058	1059	1.05	5887	0.96	0.10388
870.01	2.52	5.9122617	0.0000229	0.058	725	0.89	4590	0.74	0.03109
1078.02	2.34	6.8774575	0.0000362	0.058	525	0.56	3931	0.53	0.0403
1606.01	1.6	5.0827092	0.0000338	0.058	990	0.99	5578	0.94	0.01561
1681.01	1.28	6.9392283	0.0000713	0.058	493	0.54	3741	0.52	0.02263
1784.01	5.56	5.0074099	0.0000048	0.058	1011	1.03	5699	0.94	0.05433
1952.03	1.23	5.1955043	0.0001198	0.058	1046	0.94	5737	0.99	0.01135
1985.01	1.83	5.7562391	0.0000203	0.058	785	0.79	4814	0.79	0.02114
2005.01	1.42	6.9210291	0.0000663	0.058	575	0.55	4360	0.52	0.02502
2039.01	1.61	5.4259628	0.0000503	0.058	875	0.88	5429	0.77	0.01902
2169.01	1.02	5.4529995	0.0000492	0.058	957	0.87	5299	0.97	0.00961
2174.01	1.32	6.6931956	0.0000753	0.058	578	0.59	4221	0.56	0.02169
2218.01	1.35	5.535301	0.0000673	0.058	909	0.87	5539	0.8	0.0154
2278.02	1.09	4.9204361	0.0001076	0.058	1177	1.05	6030	1.14	0.0088
2467.01	1.29	5.0567392	0.0000955	0.058	998	1.02	5679	0.92	0.01289
2650.02	1.1	7.0544128	0.0001262	0.058	511	0.53	3900	0.51	0.01972
128.01	11.95	4.9427833	9.00E-07	0.059	1097	1.13	5786	1.09	0.1006
206.01	7.82	5.3340867	0.0000037	0.059	1104	1.09	5771	1.11	0.06459
235.01	2.08	5.6325655	0.0000189	0.059	803	0.9	5041	0.77	0.0248
607.01	6.41	5.8939913	0.0000027	0.059	854	1.01	5497	0.73	0.08031
623.03	1.18	5.5993586	0.0000616	0.059	1157	1.21	5877	1.18	0.00918
899.01	1.64	7.1137256	0.0000359	0.059	476	0.43	3653	0.52	0.02925
1060.02	1.34	4.7578963	0.0000842	0.059	1247	1.21	6400	1.15	0.01063
1066.01	8.83	5.7148112	0.0000059	0.059	910	0.83	5472	0.84	0.09649
1127.01	2.66	5.3266791	0.0000981	0.059	958	0.98	5602	0.89	0.02755
1146.01	1.15	7.0970279	0.0000941	0.059	507	0.46	3868	0.52	0.02033
1270.01	2.19	5.7293194	0.0000175	0.059	797	0.82	5145	0.73	0.02762
1436.03	1.44	5.4191148	0.0000745	0.059	947	0.91	5616	0.86	0.01525
1596.01	1.6	5.9235889	0.0000728	0.059	741	0.87	4656	0.77	0.01912
1758.01	2.33	5.5971632	0.0000529	0.059	877	0.89	5410	0.8	0.0269
